run_4k_q21_r1_n31 21 1 31 19.4772 19.4098 19.6097 19.6208 3232662 4945826 8577817 30022288 20941560 2310893768 21312
run_4k_q21_r2_n31 21 2 31 19.4772 19.4098 19.6097 19.6208 3273934 4917709 8632114 29958100 20836256 2310893768 21312
run_4k_q25_r0_n31 25 0 31 19.2145 19.1283 19.4163 19.3683 3212396 4749786 8361295 28834220 20075380 2037151228 21312
run_4k_q25_r1_n31 25 1 31 19.2145 19.1283 19.4163 19.3683 3227028 4813888 8423913 29271228 20204092 2037151228 21312
run_4k_q25_r2_n31 25 2 31 19.2145 19.1283 19.4163 19.3683 3225550 4791696 8442019 29151628 20195848 2037151227 21312
run_4k_q28_r0_n31 28 0 31 18.8605 18.7636 19.1266 18.9962 3231543 4568880 8200039 27598684 18982292 1737566282 21312
run_4k_q28_r1_n31 28 1 31 18.8605 18.7636 19.1266 18.9962 3244247 4603938 8229341 27848080 19027632 1737566282 21312
run_4k_q28_r2_n31 28 2 31 18.8605 18.7636 19.1266 18.9962 3270777 4588048 8281464 27863804 18891160 1737566282 21312
run_4k_q32_r0_n31 32 0 31 18.3678 18.2316 18.7628 18.5475 3255722 4358479 8060350 26027696 17463200 1425659390 21312
run_4k_q32_r1_n31 32 1 31 18.3678 18.2316 18.7628 18.5475 3278044 4358196 8022201 26069872 17441212 1425659390 21312
run_4k_q32_r2_n31 32 2 31 18.3678 18.2316 18.7628 18.5475 3243734 4375390 8044239 26125796 17575064 1425659390 21312
run_4k_q35_r0_n31 35 0 31 18.0339 17.884 18.4865 18.2179 3252794 4223946 7901654 24972980 16470624 1254539582 21312
run_4k_q35_r1_n31 35 1 31 18.0339 17.884 18.4865 18.2179 3282261 4244026 7913255 25183976 16651916 1254539582 21312
run_4k_q35_r2_n31 35 2 31 18.0339 17.884 18.4865 18.2179 3307531 4219733 7950766 25105336 16313368 1254539582 21312
run_4k_q39_r0_n31 39 0 31 17.4686 17.2523 18.1158 17.764 3285170 4058340 7771335 23961972 15228408 998551399 21312
run_4k_q39_r1_n31 39 1 31 17.4686 17.2523 18.1158 17.764 3268323 4049244 7704868 24011732 15220456 998551399 21312
run_4k_q39_r2_n31 39 2 31 17.4686 17.2523 18.1158 17.764 3266243 4056462 7751188 24020956 15118108 998551399 21312
run_4k_q42_r0_n31 42 0 31 17.085 16.8266 17.8537 17.4611 3280391 3900750 7606994 22854004 14065176 825513497 21312
run_4k_q42_r1_n31 42 1 31 17.085 16.8266 17.8537 17.4611 3255402 3867537 7556600 22572920 13908296 825513497 21312
run_4k_q42_r2_n31 42 2 31 17.085 16.8266 17.8537 17.4611 3237046 3885427 7568801 22870952 13934928 825513497 21312
run_4k_q46_r0_n31 46 0 31 16.5716 16.2558 17.5057 17.0689 3281285 3729568 7439823 21569236 12661648 650340944 21312
run_4k_q46_r1_n31 46 1 31 16.5716 16.2558 17.5057 17.0689 3241825 3682355 7338500 21296884 12495064 650340944 21312
run_4k_q46_r2_n31 46 2 31 16.5716 16.2558 17.5057 17.0689 3264901 3703497 7394447 21568092 12505832 650340944 21312
run_4k_q49_r0_n31 49 0 31 16.2282 15.8524 17.3219 16.8773 3278431 3622073 7327504 20893952 11762732 560873215 21312
run_4k_q49_r1_n31 49 1 31 16.2282 15.8524 17.3219 16.8773 3261626 3579978 7258478 20627188 11725460 560873215 21312
run_4k_q49_r2_n31 49 2 31 16.2282 15.8524 17.3219 16.8773 3258847 3633240 7322930 20953944 11874084 560873215 21312
run_4k_q53_r0_n31 53 0 31 15.7667 15.341 17.0148 16.5353 3283036 3492625 7209054 20148048 11037548 462644662 21312
run_4k_q53_r1_n31 53 1 31 15.7667 15.341 17.0148 16.5353 3261782 3482889 7163430 19823172 10916836 462644662 21312
run_4k_q53_r2_n31 53 2 31 15.7667 15.341 17.0148 16.5353 3272172 3469607 7155529 20009288 10877864 462644662 21312
run_4k_q56_r0_n31 56 0 31 15.3752 14.9105 16.7511 16.238 3266720 3402389 7099220 19317272 10227152 403322934 21312
run_4k_q56_r1_n31 56 1 31 15.3752 14.9105 16.7511 16.238 3262222 3379474 7058187 19222064 10184624 403322934 21312
run_4k_q56_r2_n31 56 2 31 15.3752 14.9105 16.7511 16.238 3220565 3377160 7011135 19234476 10053612 403322934 21312
run_4k_q60_r0_n31 60 0 31 14.7657 14.2427 16.3343 15.7822 3267072 3256369 6950626 18566700 9131200 335527867 21312
run_4k_q60_r1_n31 60 1 31 14.7657 14.2427 16.3343 15.7822 3260996 3255241 6933870 18385948 9301788 335527867 21312
run_4k_q60_r2_n31 60 2 31 14.7657 14.2427 16.3343 15.7822 3242841 3254037 6909516 18458548 9196488 335527867 21312
run_4k_q63_r0_n31 63 0 31 14.2592 13.6712 16.0368 15.475 3293441 3180381 6902003 18066168 8657876 287897819 21312
run_4k_q63_r1_n31 63 1 31 14.2592 13.6712 16.0368 15.475 3256198 3139529 6809204 17832896 8640752 287897819 21312
run_4k_q63_r2_n31 63 2 31 14.2592 13.6712 16.0368 15.475 3246391 3123824 6785089 17943904 8653708 287897819 21312
